0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Two or more races pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,TOT_POP,Total Population
0.022957112459062796,0.021788516058327597,0.015633820636540483,0.018611922896886672,0.017710166568894105,0.017132609845871595,0.016637007606193407,0.016133821464253024,0.013963932355624167,0.022938101803557896,0.01914709553436613,0.0182447456466474,0.0036947684488544646,0.01690544149634266,0.02160562077838533,0.02092188175235513,0.007379599831104456,0.018312063003605095,0.018698616484550633,0.010419924195989642,0.025366780057508236,0.03885367129856543,0.09693953493961414,0.01495360311592621,0.03102062934562089,0.017473104674796475,0.0037629350893697085,0.014952391638347533,0.016903855814733134,0.01984377579480585,0.023605247390104587,0.014982186516032135,0.014665904881262844,0.01129972572359827,0.01252507749313392,0.0182447456466474,26317
0.02048991395014124,0.021719113029288886,0.01514315642233858,0.01678082716254071,0.02024632760326857,0.02294965730951792,0.029490143497271533,0.036557419426958525,0.026294295137183357,0.02660688366785897,0.012421031797969093,0.021566029352536212,0.009793840546472478,0.028637447960312524,0.025687631785854686,0.021159771313733623,0.014951513495676487,0.018271567249915844,0.01847355832069849,0.014147580150857486,0.02873133506545625,0.011794078832096244,0.04910749921244326,0.017832252079871613,0.021452673416887145,0.018833915802090692,0.023988711194731893,0.02971259458072314,0.02157812184797469,0.023893788393532074,0.02418440321448166,0.030836072247534978,0.033831104803855615,0.02153573783712266,0.023031337928946054,0.021566029352536212,52880
0.004768041130458605,0.005640206627343663,0.004379370780946044,0.0045690832469389075,0.005394527106702457,0.006544465535314615,0.008234209631225321,0.008406634481698585,0.007463335906252193,0.00778530697399957,0.003530624818440971,0.005744634320360441,0.0018737411977977894,0.008044663236065506,0.00575222919123691,0.007962870858574656,0.0042798698510809665,0.006716259687586942,0.006862231727401056,0.003735995229934662,0.009046200021117199,0.011332160260958662,0.014156077580414518,0.006767730524275893,0.008910528342714663,0.007473977324967177,0.00658513640639699,0.008367429237344154,0.005952855396242069,0.00556707301179067,0.005501741995852005,0.007152993562305794,0.007162472239372633,0.004373511535989852,0.0055980114651985385,0.005744634320360441,37543
0.010016114174763066,0.010180455945620306,0.005652914153671665,0.00695483452554312,0.007031476839753732,0.005363751149511978,0.005295251428317913,0.0047561324940089845,0.0036376394638972707,0.009204885183641851,0.004963943573847838,0.00690905780357689,0.002315306076343487,0.008000892361064535,0.007883139451770844,0.0039554880157392875,0.0033665565533954746,0.006349266919778107,0.006430291603492445,0.004695011862618783,0.006772145192659738,0.00872071147850607,0.01300639192284967,0.0037505307540498423,0.005984290450648588,0.005436568920977856,0.0018814675446848542,0.004589754898312184,0.005938455160381363,0.007249915284427105,0.008788868386719743,0.004979495518454033,0.005303316531050434,0.004563572901659519,0.004571779461059963,0.00690905780357689,90098
0.0043633245686126995,0.004215830508118944,0.0034134558880669053,0.003477084336274406,0.0030953904680639257,0.0037182549010749705,0.00448878788924436,0.004534307732077607,0.005737141253245387,0.004862810462817176,0.002639987997152516,0.0038818734086525763,0.0011925674704288452,0.0054988926674606605,0.004735356134519852,0.003442969192383309,0.002976961370466698,0.004067292261164124,0.004145808281486903,0.0024642557822448495,0.00534653871167435,0.008896894316845018,0.027682421960319233,0.002636190655565745,0.006201794381913981,0.0028360742435156582,0.004703668861712136,0.0047902754741672845,0.003765787995432851,0.004672129010956547,0.005332523627412613,0.0049449955495040054,0.003898006763917174,0.003218442462859279,0.0036675176541345793,0.0038818734086525763,134327
0.0007068056110764882,0.0006318903690385018,0.0003622180848296772,0.00039285326664149743,0.0004614568704483909,0.0005206781986678295,0.0006585790270185005,0.0007458202625566789,0.0008476598133464318,0.0007429293762637351,0.00022026502031865006,0.0005401056659637443,0.00030053795609544373,0.0008605918810674727,0.0005963868339230191,0.00038852233383437104,0.00036475760296063954,0.000600232733769039,0.0006139063888743661,0.00032106209007251,0.0007486268712326431,0.001250884564222106,0.003892177753743707,0.0003648345492008739,0.000868122939208138,0.00039366913180681094,0.0,0.0007754202877942403,0.0004965555014774767,0.000556776811392724,0.0006125228266045595,0.0007014993686505683,0.0005667314798602984,0.00042422536867704687,0.0005089101331998672,0.0005401056659637443,864263
0.00249864887569077,0.002578403229984691,0.0018476975710194706,0.001992232158968407,0.002449498989683513,0.0027320291365394347,0.003114447823879405,0.003309904912283153,0.0024587748228194514,0.003317103456376496,0.0012194382284307873,0.002459568766494845,0.0027534479713345666,0.004704663080749499,0.002739582216504056,0.0007416827058422095,0.003651124255316129,0.001986822915378866,0.0019916217911852352,0.001888845802634377,0.003526467091313672,0.0013338440040974,0.005401115355468772,0.002707735282209159,0.002861230487375212,0.0029388416255905062,0.0,0.003036137029429311,0.0024211343924748913,0.003500186808699203,0.003356720424085065,0.004206696213973407,0.005333265755595898,0.0027595650219883147,0.002855784962336444,0.002459568766494845,20809
0.011332063731685334,0.010776837788173885,0.008169173828073572,0.008227279597664986,0.008816566820139964,0.010134082293189298,0.011859351970068176,0.012883302708707408,0.012305101396393237,0.012800814383716802,0.007061249636881942,0.009996209958408499,0.00461075884807019,0.016467732746332953,0.012158361924162824,0.00707377010407898,0.010663127902892158,0.009348678368511748,0.00941915387933288,0.007909802400877292,0.01685240646442591,0.011025805886638764,0.025890083643928995,0.007813887505245235,0.011064840332997091,0.009721933435447298,0.015051740357478834,0.012289522827684505,0.009635652558688224,0.01283992666672459,0.01156404962912577,0.01640588523470329,0.019056921956928406,0.011021459083253178,0.010455790009379087,0.009996209958408499,2739
0.0023629157138446997,0.0028075946282055523,0.0018810935646562494,0.0018956834747938022,0.0020102631563353656,0.0021286549886714206,0.0026096686893981595,0.0026758703565265387,0.002596309030945197,0.0015736734802318981,0.0008204073945201894,0.0022438431615478018,0.0022810762407973087,0.003786886669438822,0.0022744228226296414,0.0008647607028488424,0.0037859568322860153,0.0015433165360321677,0.0015394631933915407,0.0016219890004961868,0.0040311772669450584,0.00039842129152870367,0.008212775293553532,0.0015647638356882773,0.0021457141694694137,0.0017089353817322194,0.0,0.0024928984610462397,0.002127192735914706,0.0033792390369359895,0.0036594068014343998,0.003861696524473128,0.004409447367693541,0.00308193429967112,0.002939902339724852,0.0022438431615478018,626486
0.050929730776584047,0.05075459653840287,0.026422011042513745,0.04182422413144471,0.0509246914238648,0.04154858884722613,0.029857882983915097,0.02909397684638548,0.023737281594274087,0.0384448123589441,0.0504119594329293,0.04025182500893084,0.01093369407016021,0.021514091044831967,0.02796484668167685,0.06875834967101895,0.010431783586617512,0.042137583933776986,0.043118039943535316,0.022119927114735916,0.05431224182788681,0.049637521601986694,0.049984130702106576,0.03550879093754126,0.04586837179161954,0.037380359011994026,0.015522107243650048,0.025985466979649107,0.036851214110412166,0.028243042462051768,0.03253807055786291,0.02842797441482303,0.0274634389081895,0.02309193089746767,0.02503333151079016,0.04025182500893084,4426
