TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Two or more races pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,Total Population
180454.0,19474.0,20336.0,21530.0,21389.0,22063.0,24637.0,26324.0,15745.0,8956.0,159858.0,4421.0,180454.0,15894.0,50266.0,34460.0,33388.0,30248.0,82263.0,78000.0,4263.0,94.1326037,66.75220729,5.595993426,97.53017113,124.0112115,280.0994566,156.0,49628.0,144442.0,75463.0,54021.0,15219.0,17475.0,21166.0,5256.0,13407
11964.0,1486.0,1569.0,1242.0,1251.0,1260.0,1725.0,1699.0,1024.0,708.0,11710.0,89.0,11964.0,645.0,3627.0,2650.0,1412.0,1019.0,6407.0,6234.0,173.0,7.285726099,3.23346741,0.447302643,4.844515065,8.191703486,15.49259239,0.0,3281.0,9149.0,3877.0,3202.0,734.0,685.0,1022.0,287.0,14939
826.0,89.0,108.0,67.0,84.0,72.0,117.0,152.0,85.0,52.0,769.0,31.0,826.0,30.0,229.0,165.0,148.0,150.0,369.0,352.0,17.0,0.391887452,0.304023797,0.04354305,0.267478737,0.456424473,0.895742748,0.0,281.0,651.0,273.0,205.0,59.0,52.0,80.0,23.0,51073
19102.0,2114.0,2266.0,2440.0,2421.0,2298.0,2625.0,2570.0,1455.0,913.0,18188.0,201.0,19102.0,1434.0,6388.0,3732.0,2028.0,2167.0,9323.0,8979.0,344.0,9.856606172,2.412056825,0.376794676,7.510202965,9.485520507,24.85132156,4.0,4691.0,15089.0,6984.0,5236.0,1293.0,1575.0,1963.0,486.0,54435
678701.0,78747.0,85588.0,95507.0,97313.0,81193.0,86148.0,80603.0,48038.0,25564.0,571760.0,20829.0,678701.0,51916.0,107599.0,146410.0,157155.0,109959.0,329380.0,314530.0,14850.0,331.0218352,172.3127361,13.27974094,317.094302,367.6220968,937.3553727,138.0,140933.0,531331.0,199236.0,145053.0,32977.0,31913.0,60774.0,16872.0,12649
580233.0,61097.0,66378.0,74304.0,86547.0,74852.0,81341.0,73792.0,40954.0,20968.0,532081.0,14608.0,580233.0,22840.0,84351.0,121561.0,180236.0,39799.0,334242.0,324124.0,10118.0,294.9268123,228.9121062,9.066834645,254.9919901,277.4043903,742.56357,94.0,124374.0,465718.0,139023.0,103855.0,23840.0,23563.0,33878.0,11726.0,10955
40571.0,5585.0,5999.0,5666.0,5255.0,4756.0,4875.0,4257.0,2782.0,1396.0,26715.0,555.0,40571.0,4705.0,8886.0,7942.0,4257.0,7636.0,19337.0,18561.0,776.0,18.57025802,12.83141193,0.559228954,19.1989085,13.15537905,49.32013698,20.0,8091.0,30551.0,14902.0,11243.0,2457.0,2860.0,4348.0,1092.0,37519
26887.0,3826.0,3957.0,3295.0,3331.0,3147.0,3314.0,3008.0,1980.0,1029.0,18841.0,425.0,26887.0,3362.0,6784.0,4696.0,2790.0,6615.0,11945.0,11251.0,694.0,12.30678385,8.50356591,0.370609275,12.72339979,8.718263697,32.6851821,8.0,5815.0,19774.0,9774.0,7158.0,1790.0,2122.0,3171.0,781.0,13866
13033.0,1920.0,1863.0,1609.0,1389.0,1370.0,1634.0,1659.0,1033.0,556.0,10247.0,341.0,13033.0,1290.0,2981.0,2524.0,1550.0,2431.0,4990.0,4745.0,245.0,4.495414842,2.653202921,0.237485047,4.931333857,4.364639137,15.39248205,0.0,3038.0,9570.0,4991.0,3723.0,903.0,880.0,1479.0,366.0,81703
3653.0,553.0,498.0,407.0,403.0,360.0,451.0,463.0,308.0,210.0,3266.0,99.0,3653.0,464.0,771.0,675.0,467.0,723.0,1466.0,1413.0,53.0,1.260013076,0.743662263,0.066564327,1.382196162,1.22335815,4.314335681,0.0,948.0,2688.0,1265.0,952.0,260.0,245.0,405.0,104.0,49393
93224.0,10172.0,11310.0,15409.0,11251.0,10663.0,11044.0,11359.0,7716.0,4300.0,85022.0,2158.0,93224.0,7599.0,21011.0,18606.0,16322.0,17242.0,41287.0,39332.0,1955.0,48.62966655,34.48473169,2.890935591,50.38487744,64.06519765,144.7016511,88.0,22787.0,74829.0,40375.0,28435.0,7342.0,8960.0,10298.0,2530.0,40755
8732.0,854.0,1142.0,1377.0,1146.0,1321.0,1022.0,911.0,615.0,344.0,7325.0,121.0,8732.0,1467.0,2507.0,1203.0,969.0,1521.0,2847.0,2756.0,91.0,5.067180298,2.497923103,0.088962631,4.753556275,3.39451884,11.93124176,0.0,1667.0,6961.0,3429.0,2555.0,690.0,810.0,959.0,254.0,71194
23771.0,2878.0,3034.0,2326.0,2823.0,2739.0,3680.0,3448.0,1867.0,976.0,23007.0,293.0,23771.0,839.0,5800.0,5863.0,4022.0,1933.0,13933.0,13570.0,363.0,12.43429354,7.523544921,0.543821454,12.47927125,13.39518107,37.60545796,0.0,5649.0,18326.0,8012.0,6487.0,1293.0,1220.0,1793.0,538.0,80989
127939.0,13850.0,16480.0,15923.0,14081.0,14123.0,18031.0,17866.0,10728.0,6857.0,119804.0,2753.0,127939.0,9985.0,32222.0,28129.0,19522.0,22426.0,54993.0,52227.0,2766.0,82.56173747,58.22072249,1.086769362,135.6497661,42.42328592,320.1910599,26.0,33458.0,101942.0,47370.0,35068.0,9013.0,10253.0,12684.0,3571.0,37621
131349.0,13688.0,15778.0,15629.0,14788.0,16566.0,19127.0,17668.0,12167.0,5938.0,123234.0,2235.0,131349.0,9996.0,31875.0,27833.0,22022.0,12816.0,62275.0,60266.0,2009.0,111.5203747,23.12670262,2.231183558,69.59352542,48.23236805,196.014326,16.0,32770.0,104790.0,51164.0,38982.0,9041.0,10575.0,13065.0,3383.0,103132
45313.0,4915.0,5739.0,4922.0,5299.0,5400.0,6548.0,6375.0,3729.0,2386.0,43991.0,519.0,45313.0,2902.0,12488.0,10691.0,6262.0,5740.0,23066.0,21934.0,1132.0,17.65065591,8.862670668,0.665055945,34.32328837,21.53074166,76.05110336,0.0,12200.0,35669.0,16090.0,11842.0,2923.0,3341.0,4045.0,1160.0,16657
4599.0,662.0,600.0,570.0,445.0,499.0,612.0,551.0,409.0,251.0,4514.0,50.0,4599.0,425.0,1386.0,801.0,342.0,764.0,1977.0,1895.0,82.0,2.565070778,0.499201659,0.091582861,2.860838378,2.053858253,8.156129355,0.0,1136.0,3443.0,1697.0,1281.0,334.0,391.0,453.0,122.0,31507
903.0,110.0,133.0,77.0,125.0,92.0,117.0,119.0,90.0,40.0,865.0,23.0,903.0,51.0,157.0,210.0,149.0,70.0,436.0,423.0,13.0,0.311467782,0.183828914,0.016454308,0.341670718,0.302406901,1.06647827,0.0,255.0,683.0,323.0,239.0,61.0,57.0,86.0,23.0,26572
102663.0,12743.0,14003.0,13849.0,11875.0,11714.0,13423.0,12866.0,7448.0,4742.0,85398.0,3137.0,102663.0,7192.0,26653.0,22997.0,12347.0,13901.0,47855.0,45708.0,2147.0,53.03776322,19.63776098,1.703812894,69.43476669,47.47841497,200.083842,62.0,24080.0,78996.0,37247.0,28992.0,6669.0,7559.0,10254.0,2575.0,8533
830839.0,92020.0,106944.0,110616.0,105527.0,105957.0,124326.0,98505.0,54298.0,32646.0,713678.0,19052.0,830839.0,54112.0,158830.0,148585.0,202881.0,72636.0,450670.0,434714.0,15956.0,754.0224785,260.729995,9.028046917,1106.597804,237.257073,2494.389176,169.0,170081.0,656107.0,257886.0,205361.0,40556.0,39053.0,61478.0,17828.0,14995
54811.0,4909.0,5511.0,5568.0,5902.0,6264.0,8278.0,9423.0,5996.0,2960.0,52568.0,759.0,54811.0,2427.0,13350.0,12208.0,13358.0,6233.0,29407.0,28291.0,1116.0,45.04775837,22.76959423,1.392385259,32.96676863,45.78490351,91.89742708,6.0,16940.0,45447.0,19053.0,13952.0,3913.0,3806.0,5000.0,1505.0,17110
51823.0,4645.0,5168.0,5313.0,5017.0,5374.0,7699.0,8415.0,6635.0,3557.0,43045.0,981.0,51823.0,3579.0,12372.0,11291.0,11907.0,5300.0,25525.0,23475.0,2050.0,28.66992784,19.73362368,0.428805382,48.78090025,14.7080246,117.7671101,6.0,17655.0,42920.0,19687.0,15623.0,3783.0,3671.0,5992.0,1530.0,104108
392680.0,51510.0,48083.0,55600.0,54504.0,47640.0,49288.0,46241.0,25788.0,14026.0,225615.0,8538.0,392680.0,25441.0,69644.0,80333.0,90726.0,64312.0,189210.0,182612.0,6598.0,170.0322348,27.23121615,11.46577522,117.1333173,219.5435369,473.8752781,209.0,79133.0,301671.0,141823.0,104680.0,23077.0,22960.0,38634.0,9669.0,52326
82299.0,9462.0,10170.0,9118.0,8905.0,9151.0,11223.0,11717.0,8405.0,4148.0,73911.0,1628.0,82299.0,9317.0,19091.0,17861.0,10306.0,15718.0,36389.0,35025.0,1364.0,28.38702878,16.75408173,1.499637985,31.13971036,27.5612243,97.19833349,10.0,22345.0,64575.0,35206.0,24538.0,6615.0,6692.0,9719.0,2494.0,659460
44413.0,4770.0,5291.0,5556.0,6292.0,6404.0,6439.0,4990.0,3076.0,1595.0,40024.0,758.0,44413.0,4071.0,13026.0,8966.0,5317.0,4215.0,20584.0,19806.0,778.0,22.94464586,8.495484044,0.737085825,30.03814707,20.5396184,86.55819208,13.0,8744.0,35296.0,16500.0,11859.0,2669.0,3174.0,4152.0,1009.0,14021
6941.0,536.0,636.0,734.0,670.0,760.0,1288.0,1190.0,775.0,352.0,3040.0,228.0,6941.0,1162.0,2099.0,1441.0,720.0,851.0,3692.0,3547.0,145.0,3.649089864,1.712904621,0.078229707,3.461664525,3.038735173,9.576619938,0.0,2156.0,5889.0,3007.0,2279.0,570.0,600.0,1043.0,254.0,92590
6196.0,600.0,631.0,848.0,820.0,720.0,817.0,880.0,517.0,363.0,5662.0,120.0,6196.0,400.0,1544.0,1675.0,925.0,622.0,2722.0,2646.0,76.0,3.494354981,1.77058669,0.295807151,2.564371347,3.807187005,8.114479625,0.0,1772.0,5059.0,2481.0,2013.0,416.0,413.0,643.0,164.0,33288
14134.0,1731.0,1848.0,1427.0,1535.0,1678.0,2080.0,1898.0,1183.0,754.0,13785.0,189.0,14134.0,813.0,3758.0,3464.0,1862.0,1347.0,7291.0,7130.0,161.0,8.607192635,3.819945535,0.528433263,5.72320093,9.677493905,18.30259953,0.0,3779.0,10856.0,4975.0,3713.0,863.0,833.0,1217.0,342.0,156597
2139.0,198.0,223.0,190.0,178.0,193.0,296.0,352.0,320.0,189.0,2043.0,22.0,2139.0,315.0,603.0,493.0,305.0,452.0,841.0,807.0,34.0,0.737795776,0.435448557,0.038976484,0.809339609,0.716332626,2.526242546,0.0,708.0,1761.0,887.0,615.0,198.0,163.0,295.0,75.0,91695
9017.0,832.0,998.0,722.0,777.0,904.0,1319.0,1660.0,1204.0,601.0,8698.0,186.0,9017.0,1177.0,3079.0,1802.0,842.0,1962.0,3461.0,3282.0,179.0,5.029189652,0.978756546,0.179561351,5.609084508,4.026884076,15.99126297,0.0,3114.0,7324.0,4253.0,2959.0,986.0,1095.0,1309.0,346.0,10362
9475.0,1033.0,1019.0,1229.0,1428.0,1145.0,1301.0,1161.0,737.0,422.0,8120.0,259.0,9475.0,996.0,2681.0,2336.0,1053.0,1082.0,4604.0,4434.0,170.0,2.626053259,1.651821848,0.137391609,4.405899106,2.813405453,9.636147868,0.0,2291.0,7591.0,3901.0,2604.0,630.0,671.0,889.0,242.0,19358
550210.0,74052.0,69332.0,86769.0,82235.0,60477.0,65621.0,59675.0,31872.0,20177.0,370844.0,19947.0,550210.0,35551.0,75283.0,97990.0,150759.0,78160.0,288814.0,281072.0,7742.0,282.4013991,177.6775469,12.45311725,315.2501729,343.7844809,920.0598359,135.0,102817.0,421978.0,154874.0,127859.0,23497.0,19505.0,39594.0,11261.0,353213
295032.0,36181.0,38352.0,36512.0,39143.0,38833.0,40313.0,34992.0,20873.0,9833.0,235430.0,5554.0,295032.0,20514.0,56407.0,60690.0,59163.0,36432.0,147320.0,143095.0,4225.0,123.081676,60.87349274,4.004071495,124.0101563,135.8482807,374.4096998,55.0,59280.0,226738.0,93304.0,70969.0,15260.0,16289.0,25111.0,6683.0,19743
2171603.0,313371.0,319398.0,340133.0,302440.0,268000.0,262251.0,203132.0,108068.0,54810.0,1666544.0,76822.0,2171603.0,272865.0,352296.0,436563.0,270028.0,317514.0,961030.0,922251.0,38779.0,846.1979059,434.6275348,19.70838512,1227.684168,834.339936,3226.410868,410.0,330448.0,1599325.0,725284.0,554966.0,93262.0,95615.0,204266.0,49429.0,30058
1485941.0,151868.0,163691.0,170402.0,172925.0,177484.0,199269.0,182752.0,153797.0,113753.0,1112092.0,27198.0,1485941.0,124483.0,258521.0,295287.0,376461.0,179359.0,731004.0,704955.0,26049.0,862.2916811,425.0763117,15.13893971,808.9216863,577.6517087,2030.362038,401.0,414928.0,1202485.0,494930.0,352328.0,104031.0,102154.0,163990.0,43465.0,94738
163129.0,19981.0,21849.0,19982.0,20353.0,19958.0,23063.0,19725.0,11557.0,6661.0,147253.0,3972.0,163129.0,10334.0,39833.0,35451.0,23850.0,17477.0,85397.0,82631.0,2766.0,85.33060747,51.63048923,3.73198645,85.639268,91.92471886,258.068266,33.0,34912.0,125428.0,55000.0,43398.0,8720.0,8680.0,13020.0,3784.0,414328
3532.0,417.0,441.0,358.0,368.0,363.0,535.0,549.0,245.0,256.0,3440.0,43.0,3532.0,213.0,915.0,880.0,496.0,401.0,2026.0,1977.0,49.0,1.913129747,1.504873351,0.170259394,1.636687075,2.306740173,5.025398234,0.0,1046.0,2741.0,1287.0,1044.0,221.0,216.0,317.0,90.0,21745
1249.0,160.0,153.0,136.0,147.0,138.0,185.0,190.0,82.0,58.0,1180.0,25.0,1249.0,68.0,300.0,306.0,238.0,131.0,731.0,713.0,18.0,0.669636775,0.571951918,0.080696186,0.479929951,0.765905909,1.35626222,0.0,338.0,959.0,395.0,319.0,73.0,59.0,98.0,29.0,227120
65263.0,6690.0,7032.0,6874.0,7004.0,7923.0,9994.0,9951.0,6043.0,3752.0,63724.0,636.0,65263.0,5129.0,23407.0,12266.0,7916.0,5917.0,32148.0,30533.0,1615.0,35.68631591,28.88843708,1.014076377,52.8746557,36.71058401,136.4009164,12.0,18721.0,52753.0,25573.0,19571.0,4646.0,5030.0,6934.0,1789.0,119157
11931.0,1428.0,1524.0,1502.0,1340.0,1443.0,1668.0,1529.0,996.0,501.0,9385.0,157.0,11931.0,1536.0,3290.0,2474.0,898.0,2597.0,4355.0,4100.0,255.0,8.333439142,0.427458288,0.39549879,4.710031039,4.382446183,13.5068829,0.0,2963.0,9247.0,5180.0,3911.0,921.0,1063.0,1423.0,357.0,9680
356495.0,36202.0,38649.0,37040.0,38574.0,40171.0,45853.0,50609.0,45236.0,24161.0,297834.0,7382.0,356495.0,26405.0,81305.0,83228.0,56151.0,40582.0,155273.0,149818.0,5455.0,206.874077,101.980886,3.632012517,194.0699776,138.5855467,487.1081119,158.0,107419.0,288227.0,133006.0,99150.0,28883.0,29587.0,40608.0,10946.0,20170
23081.0,2384.0,2185.0,2967.0,4093.0,3423.0,2928.0,2875.0,1569.0,657.0,21971.0,363.0,23081.0,958.0,2272.0,4087.0,9847.0,1443.0,15340.0,14876.0,464.0,11.4259014,6.432063378,1.158570422,5.273492956,15.02146478,21.73318309,6.0,4298.0,18842.0,4576.0,3655.0,981.0,928.0,1360.0,447.0,33287
292735.0,32484.0,41802.0,63434.0,35994.0,30764.0,32218.0,30554.0,16702.0,8783.0,221224.0,12261.0,292735.0,12738.0,37856.0,56717.0,67150.0,49916.0,150474.0,144991.0,5483.0,129.441747,110.786907,4.217106688,217.151709,176.3863443,594.5827576,219.0,51447.0,234329.0,83104.0,69361.0,14157.0,16546.0,21235.0,6330.0,22530
17787.0,1610.0,1941.0,1845.0,1786.0,2183.0,2852.0,2903.0,1803.0,864.0,17191.0,302.0,17787.0,1861.0,5237.0,3760.0,2269.0,1894.0,7943.0,7602.0,341.0,9.278467764,6.579635315,0.551586194,9.613359382,12.22354405,27.60885896,0.0,5135.0,14602.0,7388.0,5242.0,1513.0,1816.0,2157.0,504.0,58480
194160.0,27633.0,25743.0,30396.0,28071.0,22456.0,22936.0,19437.0,11206.0,6282.0,88457.0,5985.0,194160.0,16128.0,34761.0,43169.0,33352.0,37759.0,79354.0,75325.0,4029.0,88.8713933,61.40708733,2.676293256,91.87991606,62.9574917,236.030608,61.0,34483.0,146048.0,69475.0,54622.0,10041.0,11067.0,20949.0,4922.0,86937
32412.0,3696.0,3566.0,3278.0,3481.0,3382.0,4550.0,5242.0,3455.0,1762.0,22067.0,549.0,32412.0,4419.0,9155.0,5645.0,4376.0,5552.0,16762.0,16123.0,639.0,17.03995111,7.998655034,0.365304892,16.16474148,14.1898119,44.71940721,10.0,9713.0,25756.0,12877.0,10174.0,2673.0,2797.0,4348.0,1089.0,208721
55286.0,5155.0,5842.0,5517.0,6379.0,6159.0,8473.0,9118.0,5705.0,2938.0,53051.0,978.0,55286.0,2821.0,12540.0,11165.0,15147.0,5227.0,29178.0,28496.0,682.0,33.89726632,21.80371037,1.235837835,36.81031265,32.92625088,106.8116986,0.0,16500.0,45302.0,16558.0,13092.0,3185.0,3325.0,4671.0,1379.0,13084
18634.0,2109.0,2714.0,2145.0,2199.0,2666.0,2690.0,2086.0,1406.0,619.0,16463.0,286.0,18634.0,1599.0,5019.0,3701.0,1957.0,1947.0,8756.0,8437.0,319.0,8.529200364,5.893385174,0.256850271,8.817935496,6.042181193,22.65242248,0.0,3658.0,14275.0,6590.0,4782.0,1050.0,1234.0,1722.0,434.0,80888
4506.0,420.0,477.0,418.0,456.0,419.0,648.0,806.0,563.0,299.0,4220.0,76.0,4506.0,274.0,1146.0,1493.0,366.0,1053.0,2266.0,2127.0,139.0,2.197704717,1.144010675,0.088166236,2.105237689,2.440699466,6.223246039,0.0,1391.0,3700.0,1882.0,1280.0,399.0,294.0,735.0,190.0,40756
435594.0,63650.0,62929.0,61887.0,60805.0,53314.0,50265.0,43302.0,24484.0,14958.0,360356.0,16496.0,435594.0,78816.0,56133.0,72422.0,67157.0,55614.0,224057.0,210010.0,14047.0,169.7357807,87.18036694,3.953233767,246.2567318,167.3572334,647.1740994,27.0,76257.0,321760.0,119010.0,90415.0,20306.0,20253.0,36143.0,10298.0,204424
21485.0,3983.0,3458.0,2976.0,2877.0,2462.0,2292.0,1897.0,962.0,578.0,18342.0,285.0,21485.0,4171.0,2916.0,3637.0,1792.0,2588.0,11039.0,10742.0,297.0,7.410725687,4.373825272,0.391495913,8.129341511,7.19514094,25.37462417,3.0,3264.0,14612.0,7114.0,5596.0,1081.0,1058.0,1997.0,472.0,64927
35567.0,3797.0,4481.0,4594.0,4534.0,4720.0,4898.0,4297.0,2818.0,1428.0,32502.0,754.0,35567.0,3618.0,10615.0,7566.0,3173.0,5172.0,15892.0,15254.0,638.0,18.35252391,4.491133132,0.70157346,13.98363464,17.66158035,46.27195863,4.0,7957.0,28077.0,14147.0,10417.0,2499.0,3105.0,3908.0,939.0,16746
104712.0,12840.0,13049.0,13050.0,11956.0,11797.0,13514.0,14079.0,8744.0,5683.0,81657.0,3140.0,104712.0,7117.0,25214.0,24414.0,16485.0,17557.0,49961.0,47166.0,2795.0,40.78819504,20.4803913,1.536851193,79.31631479,49.75453007,175.7434541,65.0,27263.0,81562.0,38323.0,27650.0,6677.0,7365.0,10017.0,2780.0,10919
274255.0,28639.0,37554.0,45391.0,31690.0,32292.0,35086.0,35297.0,19001.0,9305.0,238965.0,11464.0,274255.0,24323.0,28222.0,54710.0,71610.0,32027.0,142618.0,135634.0,6984.0,106.8676027,54.88976325,2.489001517,155.046075,105.3700419,407.4682678,22.0,57232.0,221403.0,62929.0,46273.0,12721.0,13091.0,20316.0,6334.0,23968
1380645.0,168705.0,176280.0,228307.0,212970.0,186896.0,171700.0,127447.0,70941.0,37399.0,940371.0,37489.0,1380645.0,101305.0,216036.0,265083.0,297568.0,211307.0,750160.0,726303.0,23857.0,801.1884039,394.954769,14.06617182,751.6002866,536.7184453,1886.48755,388.0,206342.0,1074728.0,435453.0,346062.0,66065.0,72406.0,117345.0,31062.0,5784
85129.0,9116.0,11619.0,9870.0,10690.0,10828.0,12645.0,10812.0,6334.0,3215.0,81763.0,1125.0,85129.0,4931.0,19603.0,19119.0,14417.0,6701.0,46319.0,44991.0,1328.0,44.52984621,26.94341238,1.947540134,44.69092096,47.97098856,134.6731324,4.0,18308.0,67171.0,27512.0,22099.0,4466.0,4336.0,6169.0,1886.0,298225
56310.0,5722.0,6700.0,7154.0,7982.0,6975.0,7617.0,8267.0,4118.0,1775.0,49772.0,1501.0,56310.0,1966.0,7980.0,12102.0,17223.0,5005.0,32091.0,31120.0,971.0,28.62182744,22.21528368,0.879911103,24.74626393,26.92132509,72.06373065,11.0,12490.0,45626.0,14847.0,10038.0,2593.0,2553.0,3561.0,1225.0,17957
179146.0,20206.0,23772.0,18863.0,21244.0,23603.0,26913.0,23212.0,14216.0,7117.0,171408.0,2431.0,179146.0,6282.0,38916.0,36879.0,41020.0,11474.0,96495.0,92384.0,4111.0,92.55041378,34.26771406,2.973137982,121.1630355,82.84940171,349.144482,12.0,40244.0,139159.0,54548.0,41887.0,9713.0,10680.0,14667.0,3772.0,917
9911.0,903.0,1125.0,1068.0,1092.0,1143.0,1457.0,1500.0,1107.0,516.0,6495.0,107.0,9911.0,1324.0,2422.0,2451.0,1051.0,1710.0,3593.0,3397.0,196.0,6.92253083,0.355086672,0.328538136,3.912590531,3.640468035,11.22007514,0.0,2872.0,8071.0,4017.0,2986.0,809.0,849.0,1302.0,322.0,2303
21940.0,2599.0,2661.0,2582.0,2431.0,2321.0,3181.0,3120.0,1991.0,1054.0,13728.0,255.0,21940.0,3054.0,6221.0,3839.0,2350.0,4428.0,9999.0,9463.0,536.0,11.1301298,3.611171555,0.743891924,11.80339907,8.437052707,35.27836827,0.0,5833.0,17147.0,8901.0,6413.0,1671.0,1871.0,2779.0,683.0,4974
